Branch,Zone,Service_Dealer_Type,Main_Outlet_code,Region_description,Name_1,City,Company_Code,Company_Name,Description
SU06,SOUTH,,SS20,SOUTH 2,"MG RAMANI AUTO, KARUR",KARUR,RAMA,RAMANI AUTO PRIVATE LIMITED,TAMIL NADU
SU07,SOUTH,III,SS20,SOUTH 2,"MG RAMANI AUTO, TIRUPUR",TIRUPUR,RAMA,RAMANI AUTO PRIVATE LIMITED,TAMIL NADU
SS23,SOUTH,,SS23,SOUTH 2,MG CHENNAI MOUNT ROAD,CHENNAI,SMKA,SMK AUTO LLP,TAMIL NADU
SW20,SOUTH,I,SW20,SOUTH 2,MG CHENNAI MOUNT ROAD SERVICE,CHENNAI,SMKA,SMK AUTO LLP,TAMIL NADU
SS19,SOUTH,,SS19,SOUTH 2,MG SECUNDERABAD,HYDERABAD,AMPL,AUTOMOTIVE MANUFACTURERS,TELANGANA
SW23,SOUTH,I+,,SOUTH 2,"MG AMPL, KOMPALLY SECUNDERABAD",SECUNDERABAD,AMPL,AUTOMOTIVE MANUFACTURERS,TELANGANA
SS22,SOUTH,,SS22,SOUTH 2,MG MAHABUBNAGAR,MAHBUBNAGAR,NARM,NARMADA MOTOR VALLEY,TELANGANA
SW24,SOUTH,,,SOUTH 2,MG NARMADA MOTORS,MAHABUBNAGAR,NARM,NARMADA MOTOR VALLEY,TELANGANA
SU08,SOUTH,III,SW24,SOUTH 1,"MG NARMADA, KHAMMAM - SALES",KHAMMAM,NARM,NARMADA MOTOR VALLEY,TELANGANA
SS14,SOUTH,,SS14,SOUTH 2,MG HYDERABAD LB NAGAR,HYDERABAD,PPSM,PPS MOTORS PRIVATE LTD,TELANGANA
SS18,SOUTH,,SS18,SOUTH 2,MG SECUNDERABAD,HYDERABAD,PPSM,PPS MOTORS PRIVATE LTD,TELANGANA
SW12,SOUTH,I,SW12,SOUTH 2,MG LB NAGAR SERVICE,HYDERABAD,PPSM,PPS MOTORS PRIVATE LTD,TELANGANA
S314,SOUTH,I,S314,SOUTH 2,MG KONDAPUR,HYDERABAD,RAAM,RAAM4WHEELERS LLP,TELANGANA
SE04,SOUTH,,SE04,SOUTH 2,MG HYDERABAD GACHIBOWLI,HYDERABAD,RAAM,RAAM4WHEELERS LLP,TELANGANA
SN03,SOUTH,III,SS04,SOUTH 2,MG NIZAMABAD,NIZAMABAD,RAAM,RAAM4WHEELERS LLP,TELANGANA
SN06,SOUTH,III,SS04,SOUTH 2,MG WARANGAL SERVICE,WARANGAL,RAAM,RAAM4WHEELERS LLP,TELANGANA
SN17,SOUTH,III,SS04,SOUTH 2,MG KHAMMAM,KHAMMAM,RAAM,RAAM4WHEELERS LLP,TELANGANA
SN18,SOUTH,III,SN18,SOUTH 2,MG KARIMNAGAR,KARIMNAGAR,RAAM,RAAM4WHEELERS LLP,TELANGANA
SN26,SOUTH,III,SS04,SOUTH 2,MG MAHABUBNAGAR,MAHBUBNAGAR,RAAM,RAAM4WHEELERS LLP,TELANGANA
SS04,SOUTH,,SS04,SOUTH 2,MG HYDERABAD BANJARA HILLS,HYDERABAD,RAAM,RAAM4WHEELERS LLP,TELANGANA
SS08,SOUTH,,SS08,SOUTH 2,MG WARANGAL,WARANGAL,RAAM,RAAM4WHEELERS LLP,TELANGANA
SS15,SOUTH,,SS15,SOUTH 2,MG KUKATPALLY - HYDERABAD,HYDERABAD,RAAM,RAAM4WHEELERS LLP,TELANGANA
SW04,SOUTH,I,SW04,SOUTH 2,MG HYDERABAD SERVICE,HYDERABAD,RAAM,RAAM4WHEELERS LLP,TELANGANA
SW09,SOUTH,I,SW09,SOUTH 2,MG ATTAPUR SERVICE,HYDERABAD,RAAM,RAAM4WHEELERS LLP,TELANGANA
SW16,SOUTH,I+,SW16,SOUTH 2,MG HYDERABAD BALANAGAR BODYSHO,HYDERABAD,RAAM,RAAM4WHEELERS LLP,TELANGANA
SS25,SOUTH,,SS25,SOUTH 2,MG VIBRANT VEHICLES,HYDERABAD,VIBR,VIBRANT VEHICLES PVT LTD,TELANGANA
S319,SOUTH,,S319,SOUTH 2,"MG VIBRANT, HYDERABAD KUSHAIGU",HYDERABAD,VIBR,VIBRANT VEHICLES PVT LTD,TELANGANA
N318,CENTRAL,III,N318,CENTRAL 2,MG JHANSI,JHANSI,SOCL,SOCMO MOTORS LLP,UTTAR PRADESH
N320,CENTRAL,III,N320,CENTRAL 2,MG VARANASI,VARANASI,GTPL,GANPATI TRADECOM PVT LTD,UTTAR PRADESH
DU03,CENTRAL,III,DU03,CENTRAL 2,MG FIROZABAD,FIROZABAD,PAVL,PREM AUTO VENTURES LLP,UTTAR PRADESH
N306,CENTRAL,II,N306,CENTRAL 2,MG LUCKNOW CHINHAT,LUCKNOW,BEEA,BEEAAR AUTOWHEELS INDIA,UTTAR PRADESH
NE01,CENTRAL,,NE01,CENTRAL 2,MG LUCKNOW HAZRATGANJ,LUCKNOW,BEEA,BEEAAR AUTOWHEELS INDIA,UTTAR PRADESH
NN12,CENTRAL,,NN12,CENTRAL 2,MG SULTANPUR,SULTANPUR,BEEA,BEEAAR AUTOWHEELS INDIA,UTTAR PRADESH
NN13,CENTRAL,III,N306,CENTRAL 2,MG SITAPUR,SITAPUR,BEEA,BEEAAR AUTOWHEELS INDIA,UTTAR PRADESH
NN16,CENTRAL,III,N306,CENTRAL 2,MG LAKHIMPUR KHERI,LAKHIMPUR,BEEA,BEEAAR AUTOWHEELS INDIA,UTTAR PRADESH
NS11,CENTRAL,,NS11,CENTRAL 2,MG GORAKHPUR,GORAKHPUR,BEEA,BEEAAR AUTOWHEELS INDIA,UTTAR PRADESH
NS12,CENTRAL,,NS12,CENTRAL 2,MG LUCKNOW TRANSPORT NAGAR,LUCKNOW,BEEA,BEEAAR AUTOWHEELS INDIA,UTTAR PRADESH
NW09,CENTRAL,III,NW09,CENTRAL 2,MG GORAKHPUR SERVICE,GORAKHPUR,BEEA,BEEAAR AUTOWHEELS INDIA,UTTAR PRADESH
NW10,CENTRAL,II,NW10,CENTRAL 2,MG LUCKNOW TRANSPORTNAGAR SERV,LUCKNOW,BEEA,BEEAAR AUTOWHEELS INDIA,UTTAR PRADESH
D302,CENTRAL,I+,D302,CENTRAL 2,MG NOIDA,NOIDA,CRYS,CRYSTAL AUTOCARS PVT LTD.,UTTAR PRADESH
DE05,CENTRAL,,DE05,CENTRAL 2,MG GHAZIABAD,GHAZIABAD,CRYS,CRYSTAL AUTOCARS PVT LTD.,UTTAR PRADESH
DN02,CENTRAL,III,DE05,CENTRAL 2,MG BULANDSHAHR,BULANDSHAHR,CRYS,CRYSTAL AUTOCARS PVT LTD.,UTTAR PRADESH
DS05,CENTRAL,,DS05,CENTRAL 2,MG NOIDA SALES,NOIDA,CRYS,CRYSTAL AUTOCARS PVT LTD.,UTTAR PRADESH
DW08,CENTRAL,I+,DW08,CENTRAL 2,MG GHAZIABAD WORKSHOP,GHAZIABAD,CRYS,CRYSTAL AUTOCARS PVT LTD.,UTTAR PRADESH
DW12,CENTRAL,I+,DW12,CENTRAL 2,MG NOIDA BODYSHOP,NOIDA,CRYS,CRYSTAL AUTOCARS PVT LTD.,UTTAR PRADESH
DW15,CENTRAL,III,NS15,CENTRAL 2,MG PRAYAGRAJ SERVICE,PRAYAGRAJ,DATP,DEE AUTOTECH PRIVATE LIMITED,UTTAR PRADESH
NS15,CENTRAL,,NS15,CENTRAL 2,MG PRAYAGRAJ,PRAYAGRAJ,DATP,DEE AUTOTECH PRIVATE LIMITED,UTTAR PRADESH
D304,CENTRAL,I+,D304,CENTRAL 2,MG GREATER NOIDA,GREATER NOIDA,FRON,FRONTIER AUTOMOBILES PVL,UTTAR PRADESH
DS08,CENTRAL,,DS08,CENTRAL 2,MG NOIDA ELECTRONIC CITY,NOIDA,FRON,FRONTIER AUTOMOBILES PVL,UTTAR PRADESH
DW13,CENTRAL,I+,DW13,CENTRAL 2,MG NOIDA SERVICE ELECT. CITY,NOIDA,FRON,FRONTIER AUTOMOBILES PVL,UTTAR PRADESH
N307,CENTRAL,II,N307,CENTRAL 2,MG DEHRADUN,DEHRADUN,GRAN,GRAND VEHICLES (P) LTD.,UTTAR PRADESH
NN24,CENTRAL,III,N307,CENTRAL 2,MG MEERUT,MEERUT,GRAN,GRAND VEHICLES (P) LTD.,UTTAR PRADESH
NS06,CENTRAL,,NS06,CENTRAL 2,MG MEERUT,MEERUT,GRAN,GRAND VEHICLES (P) LTD.,UTTAR PRADESH
NW05,CENTRAL,III,NW05,CENTRAL 2,MG MEERUT SERVICE,MEERUT,GRAN,GRAND VEHICLES (P) LTD.,UTTAR PRADESH
N311,CENTRAL,III,N311,CENTRAL 2,MG BAREILLY,BAREILLY,KESH,KESHAV RAJ AUTOMOBILES PV,UTTAR PRADESH
NN28,CENTRAL,III,NN28,CENTRAL 2,MG MORADABAD,MORADABAD,KESH,KESHAV RAJ AUTOMOBILES PV,UTTAR PRADESH
D305,CENTRAL,,D305,CENTRAL 2,MG MUZAFFARNAGAR,MUZAFFARNAGAR,NALP,NAMAHA AUTO LLP,UTTAR PRADESH
DU01,CENTRAL,III,D305,CENTRAL 2,MG SAHARANPUR,SAHARANPUR,NALP,NAMAHA AUTO LLP,UTTAR PRADESH
DW09,CENTRAL,III,DW09,CENTRAL 2,MG AGRA SHAHDARA SERVICE,AGRA,NRLC,NRL CARS PVT LTD,UTTAR PRADESH
N304,CENTRAL,III,N304,CENTRAL 2,MG AGRA,AGRA,NRLC,NRL CARS PVT LTD,UTTAR PRADESH
NN01,CENTRAL,III,N304,CENTRAL 2,MG SALES GPS TONK ROAD,MATHURA,NRLC,NRL CARS PVT LTD,UTTAR PRADESH
NN20,CENTRAL,III,NN20,CENTRAL 2,MG ALIGARH,ALIGARH,NRLC,NRL CARS PVT LTD,UTTAR PRADESH
NN29,NORTH,III,NN29,NORTH 2,MG ETAWAH,ETAWAH,NRLC,NRL CARS PVT LTD,UTTAR PRADESH
NN30,NORTH,,NN30,NORTH 2,MG MATHURA,MATHURA,NRLC,NRL CARS PVT LTD,UTTAR PRADESH
N313,CENTRAL,III,N313,CENTRAL 2,MG PRAYAGRAJ,PRAYAGRAJ,PUNE,PUNEET CARS SALES PVT LTD,UTTAR PRADESH
NN25,NORTH,III,NN25,NORTH 2,MG PRAYAGRAJ,PRAYAGRAJ,PUNE,PUNEET CARS SALES PVT LTD,UTTAR PRADESH
NN26,NORTH,III,NN26,NORTH 2,MG AZAMGARH,AZAMGARH,PUNE,PUNEET CARS SALES PVT LTD,UTTAR PRADESH
WS12,CENTRAL,,WS12,CENTRAL 2,MG VARANASI,VARANASI,PUNE,PUNEET CARS SALES PVT LTD,UTTAR PRADESH
WW11,CENTRAL,III,WW11,CENTRAL 2,MG VARANASI SERVICE,VARANASI,PUNE,PUNEET CARS SALES PVT LTD,UTTAR PRADESH
N317,CENTRAL,III,N318,CENTRAL 2,MG JHANSI,JHANSI,SOCM,SOCMO CARS PVT. LTD.,UTTAR PRADESH
NN14,CENTRAL,III,N318,CENTRAL 2,MG JHANSI,JHANSI,SOCM,SOCMO CARS PVT. LTD.,UTTAR PRADESH
NS03,CENTRAL,,NS03,CENTRAL 2,MG KANPUR,KANPUR,SOCM,SOCMO CARS PVT. LTD.,UTTAR PRADESH
NW02,CENTRAL,III,NW02,CENTRAL 2,MG KANPUR SERVICE,KANPUR,SOCM,SOCMO CARS PVT. LTD.,UTTAR PRADESH
NW11,CENTRAL,III,NW11,CENTRAL 2,MG KANPUR BODYSHOP,KANPUR,SOCM,SOCMO CARS PVT. LTD.,UTTAR PRADESH
NN19,CENTRAL,III,NN19,CENTRAL 2,MG ROORKEE,ROORKEE,GRAN,GRAND VEHICLES (P) LTD.,UTTARAKHAND
N316,CENTRAL,III,N316,CENTRAL 2,MG HALDWANI,HALDWANI,KESH,KESHAV RAJ AUTOMOBILES PV,UTTARAKHAND
NN31,CENTRAL,III,NN31,CENTRAL 2,MG RUDRAPUR,RUDRAPUR,KESH,KESHAV RAJ AUTOMOBILES PV,UTTARAKHAND
EE01,EAST,,EE01,EAST 1,MG KOLKATA NORTH,KOLKATA,AHIT,AUTO HITECH PVT LTD,WEST BENGAL
EN02,EAST,III,ES01,EAST 1,MG DURGAPUR,DURGAPUR,AHIT,AUTO HITECH PVT LTD,WEST BENGAL
EN03,EAST,III,ES01,EAST 1,MG SILIGURI,SILIGURI,AHIT,AUTO HITECH PVT LTD,WEST BENGAL
ES01,EAST,,ES01,EAST 1,MG KOLKATA SOUTH,KOLKATA,AHIT,AUTO HITECH PVT LTD,WEST BENGAL
EW01,EAST,I,EW01,EAST 1,MG KOLKATA SERVICE,KOLKATA,AHIT,AUTO HITECH PVT LTD,WEST BENGAL
E308,EAST,I,E308,EAST 1,MG MAHESHTALA,KOLKATA,PRIM,PRIME AUTO CARS LIMITED,WEST BENGAL
EN18,EAST,,EN18,EAST 1,MG HOWRAH,HOWRAH,PRIM,PRIME AUTO CARS LIMITED,WEST BENGAL
EN19,EAST,III,EN18,EAST 1,MG HOWRAH SERVICE,HOWRAH,PRIM,PRIME AUTO CARS LIMITED,WEST BENGAL
ES05,EAST,,ES05,EAST 1,MG KOLKATA VIP ROAD,KOLKATA,PRIM,PRIME AUTO CARS LIMITED,WEST BENGAL
EU10,EAST,III,E308,EAST 1,MG SERAMPORE,SERAMPORE,PRIM,PRIME AUTO CARS LIMITED,WEST BENGAL
E305,EAST,III,E305,EAST 1,MG SILIGURI,SILIGURI,SAPL,SILIGURI AUTO WORKS PVT L,WEST BENGAL
ES06,EAST,,ES06,EAST 1,MG KOLKATA - VIP ROAD,KOLKATA,SCPL,SAINI COMMERCE PVT LTD,WEST BENGAL
EW09,EAST,I,ES06,EAST 1,MG KOLKATA,KOLKATA,SCPL,SAINI COMMERCE PVT LTD,WEST BENGAL
EX04,EAST,,ES06,EAST 1,"MG SAINI, KOLKATA TOPSIA",KOLKATA,SCPL,SAINI COMMERCE PVT LTD,WEST BENGAL
E311,EAST,,E311,EAST 1,MG ASANSOL,ASANSOL,SING,SINGHANIA FUTURE PVT. LTD,WEST BENGAL
E312,EAST,III,E311,EAST 1,MG ASANSOL,ASANSOL,SING,SINGHANIA FUTURE PVT. LTD,WEST BENGAL
EU11,EAST,III,ES07,EAST 1,MG BERHAMPUR UDAAN,BERHAMPUR,SSAP,SUPER SALES AUTOMOBILES PVT LMT,WEST BENGAL
